ctg3255	32523	clade	Tetrapoda	7	7	3	0.580
ctg3256	32523	clade	Tetrapoda	4	4	2	0.650
ctg3257	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3258	7227	species	Drosophila melanogaster	3	2	1	0.500
ctg3259	32523	clade	Tetrapoda	2	2	1	0.930
ctg3260	7227	species	Drosophila melanogaster	4	4	2	0.660
ctg3261	33392	cohort	Endopterygota	2	2	2	1.000
ctg3262	1	no rank	root	4	4	4	1.000
ctg3263	33392	cohort	Endopterygota	7	7	4	0.510
ctg3264	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3265	7227	species	Drosophila melanogaster	3	3	2	0.510
ctg3266	33392	cohort	Endopterygota	5	5	3	0.600
ctg3267	33392	cohort	Endopterygota	6	6	3	0.600
ctg3268	7227	species	Drosophila melanogaster	3	3	2	0.980
ctg3269	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3270	32523	clade	Tetrapoda	1	1	1	1.000
ctg3271	32523	clade	Tetrapoda	13	13	5	0.550
ctg3273	33213	clade	Bilateria	3	3	2	0.670
ctg3275	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3276	284812	strain	Schizosaccharomyces pombe 972h-	1	1	1	1.000
ctg3277	1	no rank	root	1	1	1	1.000
ctg3279	2759	superkingdom	Eukaryota	2	2	2	1.000
ctg3280	1	no rank	root	1	1	1	1.000
ctg3281	32523	clade	Tetrapoda	3	3	2	0.990
ctg3282	33213	clade	Bilateria	9	9	6	0.510
ctg3283	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3284	33392	cohort	Endopterygota	7	6	2	0.830
ctg3285	10639	genus	Caulimovirus	1	1	1	1.000
ctg3286	33213	clade	Bilateria	4	4	2	0.500
ctg3288	32523	clade	Tetrapoda	3	3	3	1.000
ctg3287	32523	clade	Tetrapoda	5	5	3	0.510
ctg3289	8355	species	Xenopus laevis	3	3	3	1.000
ctg3290	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3291	7227	species	Drosophila melanogaster	4	4	2	0.500
ctg3292	4853	species	Cunninghamella elegans	7	7	2	0.600
ctg3293	33154	clade	Opisthokonta	5	5	4	0.990
ctg3294	7227	species	Drosophila melanogaster	7	7	4	0.590
ctg3296	33392	cohort	Endopterygota	2	2	1	0.950
ctg3295	7227	species	Drosophila melanogaster	2	2	1	0.960
ctg3297	284812	strain	Schizosaccharomyces pombe 972h-	3	3	2	0.970
ctg3298	33213	clade	Bilateria	3	3	2	0.980
ctg3299	284812	strain	Schizosaccharomyces pombe 972h-	2	2	1	0.500
ctg3300	32523	clade	Tetrapoda	4	4	2	0.660
ctg3302	32523	clade	Tetrapoda	5	5	4	0.990
ctg3303	7227	species	Drosophila melanogaster	4	4	2	0.950
ctg3304	33213	clade	Bilateria	10	10	6	0.620
ctg3305	33213	clade	Bilateria	5	5	3	0.740
ctg3307	33154	clade	Opisthokonta	3	3	3	1.000
ctg3306	33392	cohort	Endopterygota	4	4	3	0.670
ctg3308	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3311	33213	clade	Bilateria	10	10	7	0.970
ctg3310	7227	species	Drosophila melanogaster	2	2	1	0.930
ctg3312	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3313	1	no rank	root	4	4	4	1.000
ctg3314	32523	clade	Tetrapoda	9	9	4	0.560
ctg3316	8355	species	Xenopus laevis	1	1	1	1.000
ctg3315	7227	species	Drosophila melanogaster	3	3	2	0.670
ctg3317	284812	strain	Schizosaccharomyces pombe 972h-	4	4	2	0.500
ctg3318	33213	clade	Bilateria	4	4	2	0.650
ctg3319	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3320	314146	superorder	Euarchontoglires	2	2	1	0.500
ctg3321	33213	clade	Bilateria	8	8	6	0.970
ctg3322	314146	superorder	Euarchontoglires	2	2	1	0.950
ctg3323	32523	clade	Tetrapoda	4	4	3	0.670
ctg3324	33392	cohort	Endopterygota	3	3	2	0.520
ctg3325	543	family	Enterobacteriaceae	26	25	19	0.740
ctg3326	33154	clade	Opisthokonta	13	12	4	0.570
ctg3327	33154	clade	Opisthokonta	3	3	3	1.000
ctg3328	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3329	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3330	7227	species	Drosophila melanogaster	12	12	6	0.550
ctg3332	7227	species	Drosophila melanogaster	3	3	2	0.670
ctg3333	1	no rank	root	1	1	1	1.000
ctg3334	33154	clade	Opisthokonta	3	3	3	1.000
ctg3335	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3336	32523	clade	Tetrapoda	1	1	1	1.000
ctg3337	2759	superkingdom	Eukaryota	6	6	3	0.510
ctg3338	33213	clade	Bilateria	4	4	2	0.650
ctg3339	2759	superkingdom	Eukaryota	6	6	5	0.990
ctg3340	7227	species	Drosophila melanogaster	4	4	2	0.500
ctg3343	1	no rank	root	1	1	1	1.000
ctg3344	32523	clade	Tetrapoda	4	4	2	0.660
ctg3346	33392	cohort	Endopterygota	4	4	3	0.680
ctg3347	8355	species	Xenopus laevis	2	2	1	0.500
ctg3349	7227	species	Drosophila melanogaster	3	3	2	0.970
ctg3350	7227	species	Drosophila melanogaster	2	2	1	0.910
ctg3351	33213	clade	Bilateria	3	3	2	0.670
ctg3353	314146	superorder	Euarchontoglires	2	2	1	0.500
ctg3355	32523	clade	Tetrapoda	4	4	2	0.660
ctg3354	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3356	33154	clade	Opisthokonta	3	3	3	1.000
ctg3357	2759	superkingdom	Eukaryota	4	4	4	1.000
ctg3358	33392	cohort	Endopterygota	4	4	2	0.500
ctg3359	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3360	33213	clade	Bilateria	1	1	1	1.000
ctg3361	8355	species	Xenopus laevis	1	1	1	1.000
ctg3362	1	no rank	root	1	1	1	1.000
ctg3363	32523	clade	Tetrapoda	3	3	2	0.670
ctg3364	8355	species	Xenopus laevis	2	2	2	1.000
ctg3365	33213	clade	Bilateria	4	3	2	0.990
ctg3367	33213	clade	Bilateria	7	7	4	0.660
ctg3368	314146	superorder	Euarchontoglires	4	4	2	0.500
ctg3369	33392	cohort	Endopterygota	3	3	2	0.970
ctg3370	314146	superorder	Euarchontoglires	2	2	1	0.940
ctg3371	32523	clade	Tetrapoda	4	4	3	0.750
ctg3372	32523	clade	Tetrapoda	6	6	4	0.790
ctg3374	7227	species	Drosophila melanogaster	3	2	1	0.500
ctg3375	33392	cohort	Endopterygota	3	3	2	0.990
ctg3376	32523	clade	Tetrapoda	4	4	2	0.660
ctg3377	32523	clade	Tetrapoda	6	5	3	0.600
ctg3379	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3381	32523	clade	Tetrapoda	1	1	1	1.000
ctg3382	33213	clade	Bilateria	4	4	2	0.660
ctg3380	284812	strain	Schizosaccharomyces pombe 972h-	3	3	2	0.520
ctg3383	8355	species	Xenopus laevis	4	4	1	0.850
ctg3385	8355	species	Xenopus laevis	3	3	2	0.670
ctg3384	153135	genus	Gammaretrovirus	1	1	1	1.000
ctg3386	7227	species	Drosophila melanogaster	4	4	3	0.750
ctg3387	33213	clade	Bilateria	5	5	3	0.510
ctg3388	1	no rank	root	3	3	3	1.000
ctg3389	716546	clade	leotiomyceta	4	4	2	0.500
ctg3390	32523	clade	Tetrapoda	1	1	1	1.000
ctg3391	33154	clade	Opisthokonta	3	3	2	0.990
ctg3392	32523	clade	Tetrapoda	1	1	1	1.000
ctg3394	314146	superorder	Euarchontoglires	4	4	1	0.830
ctg3395	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3396	1	no rank	root	1	1	1	1.000
ctg3397	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3399	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3398	559292	strain	Saccharomyces cerevisiae S288C	2	2	1	0.500
ctg3400	7227	species	Drosophila melanogaster	4	4	2	0.500
ctg3401	1	no rank	root	1	1	1	1.000
ctg3403	32523	clade	Tetrapoda	3	3	2	0.670
ctg3402	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3404	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3405	7227	species	Drosophila melanogaster	5	5	3	0.600
ctg3407	33392	cohort	Endopterygota	1	1	1	1.000
ctg3406	117571	clade	Euteleostomi	6	6	3	0.500
ctg3408	32523	clade	Tetrapoda	5	4	2	0.500
ctg3410	7227	species	Drosophila melanogaster	2	2	1	0.500
ctg3411	33213	clade	Bilateria	5	5	5	1.000
ctg3409	9606	species	Homo sapiens	5	5	2	0.500
ctg3412	33213	clade	Bilateria	3	3	2	0.670
ctg3413	284812	strain	Schizosaccharomyces pombe 972h-	2	2	1	0.500
ctg3414	2759	superkingdom	Eukaryota	1	1	1	1.000
ctg3415	32523	clade	Tetrapoda	4	4	2	0.660
ctg3416	2	superkingdom	Bacteria	1	1	1	1.000
ctg3419	33392	cohort	Endopterygota	5	5	3	0.510
ctg3418	2759	superkingdom	Eukaryota	10	10	9	0.990
ctg3420	5204	phylum	Basidiomycota	3	3	2	0.670
ctg3421	33154	clade	Opisthokonta	1	1	1	1.000
ctg3422	7227	species	Drosophila melanogaster	2	2	2	1.000
ctg3423	32523	clade	Tetrapoda	1	1	1	1.000
ctg3424	7227	species	Drosophila melanogaster	2	2	1	0.940
ctg3425	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3426	8355	species	Xenopus laevis	1	1	1	1.000
ctg3428	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3429	33392	cohort	Endopterygota	11	10	5	0.550
ctg3430	33213	clade	Bilateria	5	5	4	0.800
ctg3432	33154	clade	Opisthokonta	8	8	6	0.820
ctg3431	2759	superkingdom	Eukaryota	7	7	6	0.830
ctg3433	284812	strain	Schizosaccharomyces pombe 972h-	2	2	1	0.930
ctg3434	7227	species	Drosophila melanogaster	10	10	2	0.580
ctg3435	33213	clade	Bilateria	7	7	4	0.940
ctg3437	8355	species	Xenopus laevis	1	1	1	1.000
ctg3436	7227	species	Drosophila melanogaster	2	2	1	0.990
ctg3439	33154	clade	Opisthokonta	4	4	2	0.500
ctg3441	7227	species	Drosophila melanogaster	4	4	3	0.970
ctg3440	1	no rank	root	2	2	2	1.000
ctg3442	33154	clade	Opisthokonta	4	4	2	0.650
ctg3443	7227	species	Drosophila melanogaster	3	3	2	0.670
ctg3444	33213	clade	Bilateria	9	9	7	0.850
ctg3445	8355	species	Xenopus laevis	1	1	1	1.000
ctg3446	8355	species	Xenopus laevis	2	2	1	0.940
ctg3447	33213	clade	Bilateria	5	5	3	0.740
ctg3448	7227	species	Drosophila melanogaster	2	2	1	0.970
ctg3449	8355	species	Xenopus laevis	1	1	1	1.000
ctg3450	7227	species	Drosophila melanogaster	2	2	1	0.910
ctg3451	7227	species	Drosophila melanogaster	3	3	2	0.960
ctg3453	7227	species	Drosophila melanogaster	2	2	1	0.920
ctg3454	7227	species	Drosophila melanogaster	4	4	3	0.980
ctg3456	10653	species	Commelina yellow mottle virus	1	1	1	1.000
ctg3455	32523	clade	Tetrapoda	6	6	3	0.600
ctg3457	32523	clade	Tetrapoda	1	1	1	1.000
ctg3458	32523	clade	Tetrapoda	2	2	1	0.500
ctg3459	33154	clade	Opisthokonta	3	3	2	0.520
ctg3460	32523	clade	Tetrapoda	1	1	1	1.000
ctg3461	2759	superkingdom	Eukaryota	4	4	4	1.000
ctg3463	33213	clade	Bilateria	4	4	2	0.500
ctg3464	33213	clade	Bilateria	3	3	2	0.670
ctg3465	7227	species	Drosophila melanogaster	5	5	3	0.600
ctg3466	1236	class	Gammaproteobacteria	29	27	18	0.680
ctg3467	559292	strain	Saccharomyces cerevisiae S288C	1	1	1	1.000
ctg3468	7227	species	Drosophila melanogaster	2	2	1	0.940
ctg3469	8355	species	Xenopus laevis	1	1	1	1.000
ctg3472	33213	clade	Bilateria	8	7	2	0.640
ctg3473	2759	superkingdom	Eukaryota	4	4	3	0.640
ctg3474	33154	clade	Opisthokonta	2	2	2	1.000
ctg3475	33154	clade	Opisthokonta	5	5	4	0.990
ctg3476	32523	clade	Tetrapoda	7	7	6	0.860
ctg3477	32523	clade	Tetrapoda	5	5	3	0.600
ctg3478	1	no rank	root	4	4	4	1.000
ctg3479	33213	clade	Bilateria	7	7	3	0.590
ctg3480	8355	species	Xenopus laevis	3	3	1	0.890
ctg3481	1	no rank	root	1	1	1	1.000
ctg3483	8355	species	Xenopus laevis	1	1	1	1.000
ctg3484	33213	clade	Bilateria	4	4	3	0.670
ctg3485	8355	species	Xenopus laevis	2	2	1	0.500
ctg3486	32523	clade	Tetrapoda	6	6	3	0.630
ctg3487	33213	clade	Bilateria	6	6	5	0.990
ctg3488	33392	cohort	Endopterygota	2	2	2	1.000
ctg3489	7227	species	Drosophila melanogaster	4	4	2	0.500
ctg3490	33213	clade	Bilateria	7	7	3	0.710
ctg3491	33154	clade	Opisthokonta	3	3	2	0.670
ctg3492	33213	clade	Bilateria	8	8	4	0.510
ctg3494	2759	superkingdom	Eukaryota	3	3	3	1.000
ctg3495	10090	species	Mus musculus	2	2	1	0.500
ctg3497	32523	clade	Tetrapoda	2	2	2	1.000
ctg3498	33213	clade	Bilateria	4	4	2	0.640
ctg3500	7227	species	Drosophila melanogaster	4	4	4	1.000
ctg3501	8355	species	Xenopus laevis	2	2	1	0.500
ctg3502	7227	species	Drosophila melanogaster	2	2	1	0.950
ctg3503	7227	species	Drosophila melanogaster	1	1	1	1.000
ctg3504	33213	clade	Bilateria	8	8	6	0.850
ctg3505	284812	strain	Schizosaccharomyces pombe 972h-	1	1	1	1.000
ctg3507	33154	clade	Opisthokonta	3	3	2	0.520
ctg3508	2759	superkingdom	Eukaryota	5	5	5	1.000
ctg3510	32523	clade	Tetrapoda	6	6	2	0.900
ctg3511	32523	clade	Tetrapoda	1	1	1	1.000
ctg3512	33392	cohort	Endopterygota	5	5	3	0.660
