ctg3418	2759	superkingdom	Eukaryota	6	6	6	1.000	uc_Eukaryota;uc_Eukaryota
ctg3420	5207	species	Cryptococcus neoformans	2	2	1	0.500	Fungi;Basidiomycota
ctg3228	2759	superkingdom	Eukaryota	8	8	8	1.000	uc_Eukaryota;uc_Eukaryota
ctg3231	242507	strain	Pyricularia oryzae 70-15	1	1	1	1.000	Fungi;Ascomycota
ctg3243	716546	clade	leotiomyceta	1	1	1	1.000	Fungi;Ascomycota
ctg3255	4892	order	Saccharomycetales	1	1	1	1.000	Fungi;Ascomycota
ctg3260	716546	clade	leotiomyceta	2	2	1	0.990	Fungi;Ascomycota
ctg3262	1184	species	Leptolyngbya boryana	2	2	1	0.970	unknown;Cyanobacteria
ctg3263	716546	clade	leotiomyceta	2	2	2	1.000	Fungi;Ascomycota
ctg3265	33213	clade	Bilateria	1	1	1	1.000	Metazoa;unknown
ctg3267	4890	phylum	Ascomycota	2	2	1	0.980	Fungi;Ascomycota
ctg3271	4890	phylum	Ascomycota	1	1	1	1.000	Fungi;Ascomycota
ctg3279	2759	superkingdom	Eukaryota	2	2	2	1.000	uc_Eukaryota;uc_Eukaryota
ctg3282	4890	phylum	Ascomycota	2	2	1	0.500	Fungi;Ascomycota
ctg3284	2759	superkingdom	Eukaryota	4	4	4	1.000	uc_Eukaryota;uc_Eukaryota
ctg3286	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg3288	314146	superorder	Euarchontoglires	1	1	1	1.000	Metazoa;Chordata
ctg3287	32523	clade	Tetrapoda	1	1	1	1.000	Metazoa;Chordata
ctg3292	4853	species	Cunninghamella elegans	5	5	2	0.900	Fungi;Mucoromycota
ctg3293	716545	clade	saccharomyceta	1	1	1	1.000	Fungi;Ascomycota
ctg3294	314146	superorder	Euarchontoglires	2	2	1	0.910	Metazoa;Chordata
ctg3296	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg3297	284812	strain	Schizosaccharomyces pombe 972h-	3	3	2	0.970	Fungi;Ascomycota
ctg3299	284812	strain	Schizosaccharomyces pombe 972h-	1	1	1	1.000	Fungi;Ascomycota
ctg3303	9526	parvorder	Catarrhini	2	2	2	1.000	Metazoa;Chordata
ctg3304	451866	subphylum	Taphrinomycotina	3	3	2	0.510	Fungi;Ascomycota
ctg3311	33213	clade	Bilateria	7	7	5	0.960	Metazoa;unknown
ctg3321	2759	superkingdom	Eukaryota	2	2	2	1.000	uc_Eukaryota;uc_Eukaryota
ctg3323	9606	species	Homo sapiens	2	2	2	1.000	Metazoa;Chordata
ctg3325	543	family	Enterobacteriaceae	25	24	18	0.720	unknown;Proteobacteria
ctg3326	131567	no rank	cellular organisms	7	6	6	1.000	unknown;unknown
ctg6416	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg6421	33213	clade	Bilateria	1	1	1	1.000	Metazoa;unknown
ctg6428	246409	strain	Rhizopus delemar RA 99-880	3	3	2	0.980	Fungi;Mucoromycota
ctg6431	131567	no rank	cellular organisms	4	4	4	1.000	unknown;unknown
ctg6438	2759	superkingdom	Eukaryota	3	3	3	1.000	uc_Eukaryota;uc_Eukaryota
ctg6442	1437010	clade	Boreoeutheria	3	3	2	0.770	Metazoa;Chordata
ctg6444	4890	phylum	Ascomycota	1	1	1	1.000	Fungi;Ascomycota
ctg6451	1437010	clade	Boreoeutheria	2	2	1	0.860	Metazoa;Chordata
ctg6454	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg6468	131567	no rank	cellular organisms	1	1	1	1.000	unknown;unknown
ctg6480	2759	superkingdom	Eukaryota	4	4	4	1.000	uc_Eukaryota;uc_Eukaryota
ctg6483	2759	superkingdom	Eukaryota	3	3	3	1.000	uc_Eukaryota;uc_Eukaryota
ctg6496	131567	no rank	cellular organisms	2	2	2	1.000	unknown;unknown
ctg2639	2759	superkingdom	Eukaryota	2	2	2	1.000	uc_Eukaryota;uc_Eukaryota
ctg2641	1437010	clade	Boreoeutheria	6	6	4	0.530	Metazoa;Chordata
ctg2644	451864	subkingdom	Dikarya	1	1	1	1.000	Fungi;uc_Dikarya
ctg2654	117571	clade	Euteleostomi	5	5	3	0.580	Metazoa;Chordata
ctg2655	131567	no rank	cellular organisms	2	2	2	1.000	unknown;unknown
ctg2657	9606	species	Homo sapiens	2	2	2	1.000	Metazoa;Chordata
ctg2658	4890	phylum	Ascomycota	2	2	1	0.500	Fungi;Ascomycota
ctg2677	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg2680	227321	strain	Aspergillus nidulans FGSC A4	1	1	1	1.000	Fungi;Ascomycota
ctg2685	4890	phylum	Ascomycota	2	2	2	1.000	Fungi;Ascomycota
ctg2688	33154	clade	Opisthokonta	2	1	1	1.000	unknown;unknown
ctg2691	4890	phylum	Ascomycota	2	2	1	0.500	Fungi;Ascomycota
ctg2695	33213	clade	Bilateria	1	1	1	1.000	Metazoa;unknown
ctg2696	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg2703	2759	superkingdom	Eukaryota	3	3	3	1.000	uc_Eukaryota;uc_Eukaryota
ctg2704	32523	clade	Tetrapoda	1	1	1	1.000	Metazoa;Chordata
ctg2705	0	no rank	unclassified	1	0	0	0.000	
ctg2714	1	no rank	root	1	1	1	1.000	unknown;unknown
ctg2715	314146	superorder	Euarchontoglires	1	1	1	1.000	Metazoa;Chordata
ctg2716	4890	phylum	Ascomycota	3	3	1	0.880	Fungi;Ascomycota
ctg2719	4751	kingdom	Fungi	2	2	1	0.500	Fungi;uc_Fungi
ctg2726	9913	species	Bos taurus	4	4	1	0.840	Metazoa;Chordata
ctg2731	4890	phylum	Ascomycota	3	3	2	0.520	Fungi;Ascomycota
ctg2730	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg2734	131567	no rank	cellular organisms	1	1	1	1.000	unknown;unknown
ctg44	5139	order	Sordariales	1	1	1	1.000	Fungi;Ascomycota
ctg45	5204	phylum	Basidiomycota	2	2	1	0.920	Fungi;Basidiomycota
ctg48	2759	superkingdom	Eukaryota	5	5	5	1.000	uc_Eukaryota;uc_Eukaryota
ctg50	284812	strain	Schizosaccharomyces pombe 972h-	2	2	1	0.970	Fungi;Ascomycota
ctg54	451864	subkingdom	Dikarya	4	4	4	1.000	Fungi;uc_Dikarya
ctg55	131567	no rank	cellular organisms	3	3	3	1.000	unknown;unknown
ctg58	2759	superkingdom	Eukaryota	6	6	6	1.000	uc_Eukaryota;uc_Eukaryota
ctg61	2759	superkingdom	Eukaryota	6	6	6	1.000	uc_Eukaryota;uc_Eukaryota
ctg65	284812	strain	Schizosaccharomyces pombe 972h-	2	2	1	0.500	Fungi;Ascomycota
ctg72	2759	superkingdom	Eukaryota	3	3	3	1.000	uc_Eukaryota;uc_Eukaryota
ctg201	33213	clade	Bilateria	3	3	2	0.670	Metazoa;unknown
ctg203	33317	clade	Protostomia	1	1	1	1.000	Metazoa;unknown
ctg204	2759	superkingdom	Eukaryota	6	6	3	0.500	uc_Eukaryota;uc_Eukaryota
ctg208	4890	phylum	Ascomycota	2	1	1	1.000	Fungi;Ascomycota
ctg212	314146	superorder	Euarchontoglires	1	1	1	1.000	Metazoa;Chordata
ctg217	32524	clade	Amniota	1	1	1	1.000	Metazoa;Chordata
ctg220	2759	superkingdom	Eukaryota	2	2	2	1.000	uc_Eukaryota;uc_Eukaryota
ctg223	33154	clade	Opisthokonta	1	1	1	1.000	unknown;unknown
ctg224	314146	superorder	Euarchontoglires	2	2	1	0.970	Metazoa;Chordata
ctg227	32524	clade	Amniota	1	1	1	1.000	Metazoa;Chordata
ctg228	2	superkingdom	Bacteria	1	1	1	1.000	uc_Bacteria;uc_Bacteria
ctg234	1437183	clade	Mesangiospermae	2	2	1	0.500	Viridiplantae;Streptophyta
ctg239	33154	clade	Opisthokonta	3	3	2	0.520	unknown;unknown
ctg240	284812	strain	Schizosaccharomyces pombe 972h-	1	1	1	1.000	Fungi;Ascomycota
ctg241	5076	species	Penicillium chrysogenum	1	1	1	1.000	Fungi;Ascomycota
ctg243	33154	clade	Opisthokonta	1	1	1	1.000	unknown;unknown
ctg245	284812	strain	Schizosaccharomyces pombe 972h-	2	2	1	0.500	Fungi;Ascomycota
ctg246	2759	superkingdom	Eukaryota	3	3	3	1.000	uc_Eukaryota;uc_Eukaryota
ctg248	4890	phylum	Ascomycota	3	3	2	0.670	Fungi;Ascomycota
ctg249	32524	clade	Amniota	1	1	1	1.000	Metazoa;Chordata
ctg250	314146	superorder	Euarchontoglires	1	1	1	1.000	Metazoa;Chordata
ctg256	284812	strain	Schizosaccharomyces pombe 972h-	3	3	2	0.670	Fungi;Ascomycota
ctg261	4751	kingdom	Fungi	1	1	1	1.000	Fungi;uc_Fungi
ctg264	284812	strain	Schizosaccharomyces pombe 972h-	1	1	1	1.000	Fungi;Ascomycota
ctg271	2759	superkingdom	Eukaryota	4	4	4	1.000	uc_Eukaryota;uc_Eukaryota
ctg278	284812	strain	Schizosaccharomyces pombe 972h-	3	3	2	0.520	Fungi;Ascomycota
ctg280	284812	strain	Schizosaccharomyces pombe 972h-	3	3	2	0.730	Fungi;Ascomycota
ctg287	4890	phylum	Ascomycota	1	1	1	1.000	Fungi;Ascomycota
ctg289	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg290	2759	superkingdom	Eukaryota	4	4	2	0.900	uc_Eukaryota;uc_Eukaryota
ctg292	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg294	3702	species	Arabidopsis thaliana	1	1	1	1.000	Viridiplantae;Streptophyta
ctg296	766764	family	Debaryomycetaceae	2	2	1	0.980	Fungi;Ascomycota
ctg298	3702	species	Arabidopsis thaliana	2	2	1	0.970	Viridiplantae;Streptophyta
ctg306	1	no rank	root	1	1	1	1.000	unknown;unknown
ctg307	6687	species	Penaeus monodon	1	1	1	1.000	Metazoa;Arthropoda
ctg308	451864	subkingdom	Dikarya	2	2	2	1.000	Fungi;uc_Dikarya
ctg311	284591	strain	Yarrowia lipolytica CLIB122	1	1	1	1.000	Fungi;Ascomycota
ctg312	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg315	7227	species	Drosophila melanogaster	2	2	1	0.700	Metazoa;Arthropoda
ctg316	4892	order	Saccharomycetales	6	6	1	0.730	Fungi;Ascomycota
ctg319	131567	no rank	cellular organisms	1	1	1	1.000	unknown;unknown
ctg320	2759	superkingdom	Eukaryota	7	6	4	0.520	uc_Eukaryota;uc_Eukaryota
ctg324	4890	phylum	Ascomycota	3	3	2	0.650	Fungi;Ascomycota
ctg327	2759	superkingdom	Eukaryota	5	5	5	1.000	uc_Eukaryota;uc_Eukaryota
ctg328	1437010	clade	Boreoeutheria	2	2	1	0.500	Metazoa;Chordata
ctg330	33154	clade	Opisthokonta	3	3	3	1.000	unknown;unknown
split0_ctg335	1236	class	Gammaproteobacteria	71	71	50	0.710	unknown;Proteobacteria
ctg338	2759	superkingdom	Eukaryota	3	3	2	0.930	uc_Eukaryota;uc_Eukaryota
ctg339	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
split1_split0_ctg2	91347	order	Enterobacterales	11	11	9	0.800	unknown;Proteobacteria
split3_split0_ctg2	91347	order	Enterobacterales	19	19	15	0.790	unknown;Proteobacteria
split14_split0_ctg2	543	family	Enterobacteriaceae	21	20	11	0.550	unknown;Proteobacteria
split25_split0_ctg2	91347	order	Enterobacterales	30	30	22	0.760	unknown;Proteobacteria
split26_split0_ctg2	543	family	Enterobacteriaceae	20	20	11	0.530	unknown;Proteobacteria
split29_split0_ctg2	629	genus	Yersinia	1	1	1	1.000	unknown;Proteobacteria
split30_split0_ctg2	465817	strain	Erwinia tasmaniensis Et1/99	1	1	1	1.000	unknown;Proteobacteria
split34_split0_ctg2	465817	strain	Erwinia tasmaniensis Et1/99	1	1	1	1.000	unknown;Proteobacteria
split3_split38_split0_ctg2	543	family	Enterobacteriaceae	1	1	1	1.000	unknown;Proteobacteria
split40_split0_ctg2	543	family	Enterobacteriaceae	10	10	6	0.600	unknown;Proteobacteria
split43_split0_ctg2	91347	order	Enterobacterales	20	18	15	0.820	unknown;Proteobacteria
split45_split0_ctg2	543	family	Enterobacteriaceae	1	1	1	1.000	unknown;Proteobacteria
split47_split0_ctg2	543	family	Enterobacteriaceae	5	5	3	0.730	unknown;Proteobacteria
split49_split0_ctg2	543	family	Enterobacteriaceae	28	28	20	0.710	unknown;Proteobacteria
split55_split0_ctg2	562	species	Escherichia coli	17	17	10	0.590	unknown;Proteobacteria
split56_split0_ctg2	91347	order	Enterobacterales	1	1	1	1.000	unknown;Proteobacteria
split61_split0_ctg2	543	family	Enterobacteriaceae	36	36	26	0.700	unknown;Proteobacteria
split72_split0_ctg2	91347	order	Enterobacterales	24	23	20	0.870	unknown;Proteobacteria
split98_split0_ctg2	543	family	Enterobacteriaceae	14	14	10	0.690	unknown;Proteobacteria
split1_split306_ctg2	91347	order	Enterobacterales	20	19	13	0.650	unknown;Proteobacteria
split10_split306_ctg2	543	family	Enterobacteriaceae	25	25	20	0.780	unknown;Proteobacteria
split11_split306_ctg2	83333	strain	Escherichia coli K-12	1	1	1	1.000	unknown;Proteobacteria
split12_split306_ctg2	543	family	Enterobacteriaceae	21	20	13	0.630	unknown;Proteobacteria
split34_split306_ctg2	562	species	Escherichia coli	5	5	3	0.600	unknown;Proteobacteria
split35_split306_ctg2	543	family	Enterobacteriaceae	1	1	1	1.000	unknown;Proteobacteria
split37_split306_ctg2	543	family	Enterobacteriaceae	39	37	23	0.680	unknown;Proteobacteria
ctg3	284812	strain	Schizosaccharomyces pombe 972h-	1	1	1	1.000	Fungi;Ascomycota
ctg6	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg8	1883	genus	Streptomyces	4	4	1	0.890	unknown;Actinobacteria
split1_split0_ctg9	1236	class	Gammaproteobacteria	11	11	8	0.730	unknown;Proteobacteria
split2_split0_ctg9	286	genus	Pseudomonas	46	45	28	0.610	unknown;Proteobacteria
split3_split0_ctg9	286	genus	Pseudomonas	23	22	13	0.570	unknown;Proteobacteria
split4_split0_ctg9	1236	class	Gammaproteobacteria	36	34	28	0.820	unknown;Proteobacteria
split6_split0_ctg9	543	family	Enterobacteriaceae	1	1	1	1.000	unknown;Proteobacteria
split9_split0_ctg9	1236	class	Gammaproteobacteria	36	36	31	0.860	unknown;Proteobacteria
split11_split0_ctg9	1236	class	Gammaproteobacteria	5	5	3	0.600	unknown;Proteobacteria
split12_split0_ctg9	91347	order	Enterobacterales	1	1	1	1.000	unknown;Proteobacteria
split13_split0_ctg9	562	species	Escherichia coli	11	10	5	0.500	unknown;Proteobacteria
split17_split0_ctg9	286	genus	Pseudomonas	88	85	49	0.570	unknown;Proteobacteria
split18_split0_ctg9	1236	class	Gammaproteobacteria	46	46	30	0.650	unknown;Proteobacteria
split19_split0_ctg9	286	genus	Pseudomonas	37	36	22	0.610	unknown;Proteobacteria
split20_split0_ctg9	286	genus	Pseudomonas	21	20	14	0.670	unknown;Proteobacteria
split21_split0_ctg9	286	genus	Pseudomonas	9	9	7	0.780	unknown;Proteobacteria
split22_split0_ctg9	1236	class	Gammaproteobacteria	54	51	43	0.860	unknown;Proteobacteria
split24_split0_ctg9	208964	strain	Pseudomonas aeruginosa PAO1	3	3	2	0.670	unknown;Proteobacteria
split25_split0_ctg9	286	genus	Pseudomonas	27	27	19	0.680	unknown;Proteobacteria
split26_split0_ctg9	286	genus	Pseudomonas	27	27	15	0.560	unknown;Proteobacteria
split28_split0_ctg9	91347	order	Enterobacterales	5	5	3	0.600	unknown;Proteobacteria
split29_split0_ctg9	286	genus	Pseudomonas	7	6	3	0.500	unknown;Proteobacteria
split31_split0_ctg9	1236	class	Gammaproteobacteria	20	20	10	0.520	unknown;Proteobacteria
ctg15	1437010	clade	Boreoeutheria	2	2	1	0.500	Metazoa;Chordata
ctg19	4890	phylum	Ascomycota	5	5	2	0.870	Fungi;Ascomycota
ctg21	4890	phylum	Ascomycota	2	1	1	1.000	Fungi;Ascomycota
ctg27	131567	no rank	cellular organisms	1	1	1	1.000	unknown;unknown
ctg28	284812	strain	Schizosaccharomyces pombe 972h-	1	1	1	1.000	Fungi;Ascomycota
ctg31	4890	phylum	Ascomycota	2	2	1	0.500	Fungi;Ascomycota
ctg33	0	no rank	unclassified	1	0	0	0.000	
ctg34	451864	subkingdom	Dikarya	3	3	2	0.600	Fungi;uc_Dikarya
ctg36	4846	species	Rhizopus stolonifer	1	1	1	1.000	Fungi;Mucoromycota
ctg41	33213	clade	Bilateria	2	2	1	0.700	Metazoa;unknown
ctg43	314146	superorder	Euarchontoglires	2	2	1	0.920	Metazoa;Chordata
split4_ctg9586	80840	order	Burkholderiales	6	6	3	0.500	unknown;Proteobacteria
ctg9592	33213	clade	Bilateria	3	3	2	0.510	Metazoa;unknown
ctg9591	1224	phylum	Proteobacteria	14	12	10	0.830	unknown;Proteobacteria
ctg9607	33213	clade	Bilateria	1	1	1	1.000	Metazoa;unknown
ctg9618	543	family	Enterobacteriaceae	44	43	30	0.680	unknown;Proteobacteria
ctg9626	451864	subkingdom	Dikarya	1	1	1	1.000	Fungi;uc_Dikarya
ctg9632	33317	clade	Protostomia	1	1	1	1.000	Metazoa;unknown
ctg9643	1236	class	Gammaproteobacteria	17	17	10	0.590	unknown;Proteobacteria
ctg9650	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg9651	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
split0_ctg9659	562	species	Escherichia coli	10	10	7	0.630	unknown;Proteobacteria
split8_ctg9659	1236	class	Gammaproteobacteria	11	11	7	0.620	unknown;Proteobacteria
ctg9661	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg9668	4890	phylum	Ascomycota	2	2	1	0.970	Fungi;Ascomycota
ctg9683	2759	superkingdom	Eukaryota	3	3	3	1.000	uc_Eukaryota;uc_Eukaryota
ctg9684	2759	superkingdom	Eukaryota	3	3	3	1.000	uc_Eukaryota;uc_Eukaryota
ctg9706	117571	clade	Euteleostomi	1	1	1	1.000	Metazoa;Chordata
split2_ctg9715	91347	order	Enterobacterales	19	19	10	0.530	unknown;Proteobacteria
ctg9717	33213	clade	Bilateria	1	1	1	1.000	Metazoa;unknown
ctg9727	1437183	clade	Mesangiospermae	1	1	1	1.000	Viridiplantae;Streptophyta
ctg9728	367110	strain	Neurospora crassa OR74A	2	1	1	1.000	Fungi;Ascomycota
ctg9757	33213	clade	Bilateria	1	1	1	1.000	Metazoa;unknown
ctg9764	543	family	Enterobacteriaceae	46	46	42	0.950	unknown;Proteobacteria
ctg9780	543	family	Enterobacteriaceae	29	27	15	0.580	unknown;Proteobacteria
ctg9812	3702	species	Arabidopsis thaliana	1	1	1	1.000	Viridiplantae;Streptophyta
ctg9811	91347	order	Enterobacterales	47	47	37	0.750	unknown;Proteobacteria
ctg9818	284812	strain	Schizosaccharomyces pombe 972h-	1	1	1	1.000	Fungi;Ascomycota
ctg9825	451864	subkingdom	Dikarya	4	4	3	0.720	Fungi;uc_Dikarya
ctg9827	44689	species	Dictyostelium discoideum	1	1	1	1.000	unknown;Evosea
ctg9843	208964	strain	Pseudomonas aeruginosa PAO1	8	8	7	0.800	unknown;Proteobacteria
ctg9851	2759	superkingdom	Eukaryota	1	1	1	1.000	uc_Eukaryota;uc_Eukaryota
ctg9854	131567	no rank	cellular organisms	1	1	1	1.000	unknown;unknown
